Link,Địa chỉ,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120540589.htm,"Kim Âu, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội","2,7 tỷ","49,09 triệu/m²",Đã có sổ,Đất thổ cư,,,55 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120540378.htm,"Ngũ Hiệp, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội","4,7 tỷ","88,68 triệu/m²",Đã có sổ,Đất thổ cư,5.6 m,10 m,53 m²,Tây Bắc
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120539900.htm,"Đại Đồng, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","4,29 tỷ","99,77 triệu/m²",Đã có sổ,Đất thổ cư,3.4 m,,43 m²,
https://www.nhatot.com/mua-ban-dat-quan-ba-dinh-ha-noi/120539611.htm,"Phố Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội","5,3 tỷ","114,97 triệu/m²",Đã có sổ,Đất thổ cư,4 m,12 m,46.1 m²,Nam
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120539556.htm,"Phố Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",21 tỷ,"100,96 triệu/m²",Đã có sổ,Đất thổ cư,,,208 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120539139.htm,"Xuân Linh, Xã Thủy Xuân Tiên, Huyện Chương Mỹ, Hà Nội","5,389 tỷ",17 triệu/m²,Đã có sổ,Đất thổ cư,,,317 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120539083.htm,"Tái định cư ngõ 1 phố Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",90 tỷ,360 triệu/m²,Đã có sổ,Đất thổ cư,19 m,13.2 m,250 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120291526.htm,"Đường Đại lộ Thăng Long, Xã Vân Côn, Huyện Hoài Đức, Hà Nội","5,84 tỷ",81 triệu/m²,Đã có sổ,Đất thổ cư,4 m,17.8 m,72.1 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120197707.htm,"Đường Đại lộ Thăng Long, Xã Vân Côn, Huyện Hoài Đức, Hà Nội","3,72 tỷ",62 triệu/m²,Đã có sổ,Đất thổ cư,4.2 m,12.5 m,60 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120493671.htm,"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","15,19 tỷ",155 triệu/m²,Đã có sổ,Đất nền dự án,5 m,19.5 m,98 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120538673.htm,"Cổ nhuế, Xã Kim Chung, Huyện Đông Anh, Hà Nội","9,2 tỷ",92 triệu/m²,Đã có sổ,Đất thổ cư,,,100 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120538599.htm,"Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội","3,25 tỷ","62,50 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,,52 m²,
https://www.nhatot.com/mua-ban-dat-quan-hai-ba-trung-ha-noi/120538573.htm,"Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","27,2 tỷ","168,94 triệu/m²",Đã có sổ,Đất thổ cư,,,161 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120538509.htm,"Phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","25,5 tỷ","115,91 triệu/m²",Đã có sổ,Đất nền dự án,10 m,,220 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120538371.htm,"Đường Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","42,5 tỷ","159,18 triệu/m²",Đã có sổ,Đất thổ cư,,,267 m²,
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120538205.htm,"phố vọng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",98 tỷ,"166,10 triệu/m²",Đã có sổ,Đất thổ cư,,,590 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/119508572.htm,"31ha, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","26,18 tỷ",119 triệu/m²,Đã có sổ,Đất thổ cư,,,220 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120537764.htm,"Cổ Điển A, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội","5,7 tỷ","78,08 triệu/m²",Đã có sổ,Đất thổ cư,4.8 m,,73 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120537278.htm,"Ngô Gia Tự, Phường Thượng Thanh, Quận Long Biên, Hà Nội","3,73 tỷ","116,56 triệu/m²",Đã có sổ,Đất thổ cư,,,32 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120537094.htm,"LIÊN XÃ, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,12 tỷ","26,05 triệu/m²",Đã có sổ,Đất thổ cư,,,43 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120537042.htm,"Sen trì, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","4,963 tỷ",35 triệu/m²,Đã có sổ,Đất thổ cư,6 m,23.76 m,141.8 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120536832.htm,"68, Ql3, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội","3,1 tỷ","85,64 triệu/m²",Đã có sổ,Đất thổ cư,3.4 m,10.6 m,36.2 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120536548.htm,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","14,7 tỷ",98 triệu/m²,Đã có sổ,Đất thổ cư,7 m,,150 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120536130.htm,"Quốc Lộ 3, Xã Tiên Dương, Huyện Đông Anh, Hà Nội","3,85 tỷ","50,66 triệu/m²",Đã có sổ,Đất thổ cư,5 m,15 m,76 m²,
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120535733.htm,"TĐC Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","6,56 tỷ",164 triệu/m²,Đã có sổ,Đất thổ cư,3.14 m,12.75 m,40 m²,Tây Nam
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120302650.htm,"Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","13,9 tỷ","252,73 triệu/m²",Đã có sổ,Đất nền dự án,,,55 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120534952.htm,"0365 029 187, Phố Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội","39,8 tỷ","248,75 triệu/m²",Đã có sổ,Đất thổ cư,8.68 m,,160 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120534856.htm,"Võ Văn Kiệt, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","6,7 tỷ",134 triệu/m²,Đã có sổ,Đất thổ cư,4 m,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120533969.htm,"Đông Hội, Xã Đông Hội, Huyện Đông Anh, Hà Nội","7,766 tỷ","109,38 triệu/m²",Đã có sổ,Đất thổ cư,,,71 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120533946.htm,"68, LÂm TIÊN, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội","2,4 tỷ","38,22 triệu/m²",Đã có sổ,Đất thổ cư,5.5 m,11.4 m,62.8 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120533832.htm,"68, NAM Hồng, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","3,3 tỷ",75 triệu/m²,Đã có sổ,Đất thổ cư,3.8 m,12 m,44 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120533705.htm#px=SR-special_display_ad-[PO-9][PL-default],"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","5,95 tỷ","106,25 triệu/m²",Đã có sổ,Đất thổ cư,,,56 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120533574.htm,"868, Đường Uy Nỗ, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội","4,9 tỷ","74,47 triệu/m²",Đã có sổ,Đất thổ cư,3.96 m,16.6 m,65.8 m²,Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120533404.htm,"Phố Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội","11,5 tỷ","153,33 triệu/m²",Đã có sổ,Đất thổ cư,,,75 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120533192.htm#px=SR-special_display_ad-[PO-12][PL-default],"32, Phố Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","8,2 tỷ","160,78 triệu/m²",Đã có sổ,Đất thổ cư,4 m,12.75 m,51 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120532823.htm,"32, Xã Đồng Tháp, Huyện Đan Phượng, Hà Nội","1,86 tỷ","45,37 triệu/m²",Đã có sổ,Đất thổ cư,4.1 m,,41 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120532706.htm,"68, Võ Nguyên Giáp, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội","2,5 tỷ","62,50 triệu/m²",Đã có sổ,Đất thổ cư,4.6 m,8.6 m,40 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120532691.htm,"Đê Bối Thạch Đà, Xã Thạch Đà, Huyện Mê Linh, Hà Nội","8,4 tỷ",21 triệu/m²,Đã có sổ,Đất thổ cư,20 m,20 m,400 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120532633.htm,"Hợp Tiến, Xã Hợp Tiến, Huyện Mỹ Đức, Hà Nội",899 triệu,"14,50 triệu/m²",Đã có sổ,Đất thổ cư,5.5 m,11.2 m,62 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120532464.htm,"Liên Thôn , Xã Thư Phú, Huyện Thường Tín, Hà Nội","1,68 tỷ",35 triệu/m²,Đã có sổ,Đất thổ cư,4 m,12 m,48 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120532177.htm,"Ninh Sở, Xã Ninh Sở, Huyện Thường Tín, Hà Nội","2,05 tỷ","45,56 triệu/m²",Đã có sổ,Đất thổ cư,5 m,10 m,45 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120531991.htm,"Chương Dương, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,15 tỷ",23 triệu/m²,Đã có sổ,Đất thổ cư,5 m,10 m,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120531635.htm,"Thượng Phúc, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội","3,6 tỷ","87,80 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,41 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120531014.htm,"Phố Tây Trà, Phường Trần Phú, Quận Hoàng Mai, Hà Nội","4,745 tỷ","100,96 triệu/m²",Đã có sổ,Đất thổ cư,,,47 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120530691.htm,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",6 tỷ,"73,17 triệu/m²",Đã có sổ,Đất thổ cư,,,82 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120530623.htm,"Đường Kim Hoàng, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",6 tỷ,120 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120530443.htm,"Gần hồ Văn Sơn , Xã Nam Phương Tiến, Huyện Chương Mỹ, Hà Nội","1,05 tỷ","10,60 triệu/m²",Đã có sổ,Đất thổ cư,,,99.1 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120459968.htm,"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","6,9 tỷ","121,05 triệu/m²",Đã có sổ,Đất thổ cư,,,57 m²,
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120528877.htm,"Phố Trịnh Văn Bô, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",8 tỷ,"153,85 triệu/m²",Đã có sổ,Đất thổ cư,5 m,10 m,52 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120528728.htm,"Cự Khối , Phường Cự Khối, Quận Long Biên, Hà Nội","6,1 tỷ","76,25 triệu/m²",Đã có sổ,Đất thổ cư,5 m,16 m,80 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-thach-that-ha-noi/120528709.htm,"Đường Quốc lộ 21, Xã Bình Yên, Huyện Thạch Thất, Hà Nội","3,4 tỷ","23,35 triệu/m²",Đã có sổ,Đất thổ cư,5 m,32 m,145.6 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120528589.htm,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","6,25 tỷ","111,61 triệu/m²",Đã có sổ,Đất thổ cư,,,56 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120528280.htm,"Đường Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội","4,55 tỷ","89,22 triệu/m²",Đã có sổ,Đất thổ cư,,,51 m²,
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120527906.htm,"Phú Cát, Xã Phú Cát, Huyện Quốc Oai, Hà Nội","6,05 tỷ","35,17 triệu/m²",Đã có sổ,Đất thổ cư,7.11 m,24 m,172 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120527818.htm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","10,5 tỷ","188,85 triệu/m²",Đã có sổ,Đất thổ cư,4.03 m,14 m,55.6 m²,
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120527381.htm,"Nhòn, Xã Đông Xuân, Huyện Quốc Oai, Hà Nội","1,8 tỷ","22,50 triệu/m²",Đã có sổ,Đất thổ cư,,,80 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120527220.htm,"68, Võ Nguyên Giáp, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội","2,95 tỷ",59 triệu/m²,Đã có sổ,Đất thổ cư,4.2 m,11.9 m,50 m²,Tây
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120527135.htm,Đường Mòn Hồ Chí Minh,"1,88 tỷ","11,33 triệu/m²",Đã có sổ,Đất thổ cư,6 m,27 m,166 m²,
https://www.nhatot.com/mua-ban-dat-huyen-ba-vi-ha-noi/120369786.htm#px=SR-special_display_ad-[PO-16][PL-default],"Muồng Cháu, Xã Vân Hòa, Huyện Ba Vì, Hà Nội","1,6 tỷ","3,64 triệu/m²",Đã có sổ,Đất thổ cư,,,440 m²,
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120526817.htm,"Phố Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",6 tỷ,"109,09 triệu/m²",Đã có sổ,Đất thổ cư,5 m,11 m,55 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120526778.htm,"Bằng Sở, Xã Ninh Sở, Huyện Thường Tín, Hà Nội","2,05 tỷ","48,81 triệu/m²",Đã có sổ,Đất thổ cư,4 m,10 m,42 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120505423.htm#px=SR-special_display_ad-[PO-19][PL-default],"Đường Cổ Bản - Nhân Sơn, Phường Đồng Mai, Quận Hà Đông, Hà Nội","1,79 tỷ","42,62 triệu/m²",Đã có sổ,Đất thổ cư,6.1 m,7 m,42 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120526049.htm,"Đường Nhạn, Xã Xuân Nộn, Huyện Đông Anh, Hà Nội","2,05 tỷ","48,81 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,42 m²,
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120525907.htm,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",26 tỷ,"162,50 triệu/m²",Đã có sổ,Đất thổ cư,,,160 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-oai-ha-noi/119071580.htm,"Đường Số 3, Xã Kim An, Huyện Thanh Oai, Hà Nội",995 triệu,"21,63 triệu/m²",Đã có sổ,Đất thổ cư,,,46 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120525649.htm,"Khu dv 3, Lk7- 31, Đường Quang Trung, Phường Đồng Mai, Quận Hà Đông, Hà Nội","5,1 tỷ",102 triệu/m²,Đã có sổ,Đất nền dự án,4 m,12.5 m,50 m²,Đông Nam
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120525452.htm,"Hữu Đáy, Xã Thụy Hương, Huyện Chương Mỹ, Hà Nội","1,6 tỷ",32 triệu/m²,Đã có sổ,Đất thổ cư,4.5 m,11 m,50 m²,Bắc
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120234680.htm,"Đường Mòn Hồ Chí Minh, Xã An Phú, Huyện Mỹ Đức, Hà Nội","2,49 tỷ","12,51 triệu/m²",Đã có sổ,Đất thổ cư,7.5 m,26 m,199 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120122243.htm,"Thôn Vệ, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","3,85 tỷ","59,97 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,64.2 m²,Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120121436.htm,"Thôn Đoài, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","3,2 tỷ","62,62 triệu/m²",Đã có sổ,Đất thổ cư,4.97 m,,51.1 m²,Nam
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120118682.htm,"Thuỵ Hà, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội","2,7 tỷ","57,69 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,46.8 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120118538.htm,"Thôn Tằng My, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","6,35 tỷ","63,50 triệu/m²",Đã có sổ,Đất thổ cư,5.5 m,,100 m²,Tây
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120525200.htm,"Chương Lộc, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,37 tỷ",31 triệu/m²,Đã có sổ,Đất thổ cư,6 m,7 m,44.2 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120525056.htm,"Độc Lập, Phường Cự Khối, Quận Long Biên, Hà Nội","2,3 tỷ","76,67 triệu/m²",Đã có sổ,Đất thổ cư,35 m,,30 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120525046.htm,"Xâm Xuyên, Xã Hồng Vân, Huyện Thường Tín, Hà Nội","1,55 tỷ","36,05 triệu/m²",Đã có sổ,Đất thổ cư,4.8 m,9 m,43 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/118692545.htm#px=SR-special_display_ad-[PO-13][PL-default],"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","13,8 tỷ","186,49 triệu/m²",Đã có sổ,Đất thổ cư,4.5 m,15 m,74 m²,
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119986147.htm#px=SR-special_display_ad-[PO-14][PL-default],"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","13,7 tỷ","304,44 triệu/m²",Đã có sổ,Đất thổ cư,5.6 m,8 m,45 m²,
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120524083.htm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội","2,66 tỷ",70 triệu/m²,Đã có sổ,Đất thổ cư,,,38 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119235561.htm#px=SR-special_display_ad-[PO-16][PL-default],"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",6 tỷ,60 triệu/m²,Đã có sổ,Đất thổ cư,4 m,25 m,100 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/117859963.htm#px=SR-special_display_ad-[PO-17][PL-default],"Mặt Phố Kinh Doanh Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",12 tỷ,120 triệu/m²,Đã có sổ,Đất thổ cư,4 m,25 m,100 m²,
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/117202053.htm#px=SR-special_display_ad-[PO-18][PL-default],"Phường Phúc Lợi, Đường đê Vàng, Phường Giang Biên, Quận Long Biên, Hà Nội",7 tỷ,"119,86 triệu/m²",Đã có sổ,Đất thổ cư,5.2 m,11.3 m,58.4 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120523315.htm,"Xóm 1, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,26 tỷ","25,20 triệu/m²",Đã có sổ,Đất thổ cư,5 m,10 m,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120523264.htm,"Chương Lộc, Xã Chương Dương, Huyện Thường Tín, Hà Nội","1,37 tỷ",31 triệu/m²,Đã có sổ,Đất thổ cư,6 m,7 m,44.2 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119520778.htm,"Đường 18M, Phường Mộ Lao, Quận Hà Đông, Hà Nội",11 tỷ,220 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120522960.htm,"Thôn Nhì, Xã Vân Nội, Huyện Đông Anh, Hà Nội","5,976 tỷ",72 triệu/m²,Đã có sổ,Đất thổ cư,,,83 m²,
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120522585.htm,"Phố Phú Thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","7,6 tỷ",190 triệu/m²,Đã có sổ,Đất thổ cư,4.4 m,10 m,40 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120522345.htm,"Quốc Lộ 23b, Xã Nam Hồng, Huyện Đông Anh, Hà Nội","5,5 tỷ","85,94 triệu/m²",Đã có sổ,Đất thổ cư,7.9 m,,64 m²,
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120522333.htm,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",19 tỷ,"246,75 triệu/m²",Đã có sổ,Đất thổ cư,7 m,11 m,77 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120108055.htm,"Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","4,89 tỷ","116,43 triệu/m²",Đã có sổ,Đất thổ cư,3.5 m,,42 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120071868.htm,"Phố Trinh Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","4,35 tỷ","120,83 triệu/m²",Đã có sổ,Đất thổ cư,6.4 m,,36 m²,
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120522166.htm,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","10,2 tỷ",204 triệu/m²,Đã có sổ,Đất thổ cư,,,50 m²,
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120521674.htm,"Đường 100, Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội","3,25 tỷ","46,90 triệu/m²",Đã có sổ,Đất thổ cư,5 m,,69.3 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/119857967.htm,"Phố Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","28,5 tỷ","219,23 triệu/m²",Đã có sổ,Đất thổ cư,8.2 m,15 m,130 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120501034.htm#px=SR-special_display_ad-[PO-11][PL-default],"Thôn Xuân Nộn, Xã Xuân Nộn, Huyện Đông Anh, Hà Nội","3,25 tỷ","54,17 triệu/m²",Đã có sổ,Đất thổ cư,4 m,,60 m²,
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/117594530.htm,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","39,5 tỷ","179,55 triệu/m²",Đã có sổ,Đất thổ cư,9.5 m,,220 m²,
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/116860268.htm,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","23,9 tỷ","153,21 triệu/m²",Đã có sổ,Đất thổ cư,11 m,,156 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120520655.htm,"Trung Châu B, Xã Trung Châu, Huyện Đan Phượng, Hà Nội","2,18 tỷ","45,99 triệu/m²",Đã có sổ,Đất thổ cư,,,47.4 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120520426.htm,"Thôn 1, Xã Duyên Hà, Huyện Thanh Trì, Hà Nội",4 tỷ,"90,70 triệu/m²",Đã có sổ,Đất thổ cư,5 m,9 m,44.1 m²,
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120520046.htm,"Siêu Quần, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội","2,5 tỷ","31,25 triệu/m²",Giấy tờ viết tay,Đất nông nghiệp,8 m,10 m,80 m²,
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120519808.htm,"Thành Bình, Xã Thanh Bình, Huyện Chương Mỹ, Hà Nội","1,4 tỷ","26,92 triệu/m²",Đã có sổ,Đất thổ cư,,,52 m²,
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120519718.htm,"Dục Tú, Xã Dục Tú, Huyện Đông Anh, Hà Nội","2,52 tỷ",56 triệu/m²,Đã có sổ,Đất thổ cư,5 m,9 m,45 m²,Nam
