Link,Địa chỉ,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Giấy tờ pháp lý,Loại hình căn hộ,Diện tích,Hướng cửa chính,Hướng ban công,Tình trạng nội thất
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/115832114.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","1,6 tỷ","51,61 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,31 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120487203.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","2,55 tỷ","67,11 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,38 m²,Đông Nam,Tây Bắc,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120486852.htm,"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","1,98 tỷ",44 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",45 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120486672.htm,"Đường cao tốc Hà Nội – Hải Phòng, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội","1,65 tỷ","53,23 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,31 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120486396.htm,"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","1,98 tỷ",44 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",45 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120486396.htm,"Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","1,98 tỷ",44 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",45 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485185.htm,"70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","3,1 tỷ","49,21 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,63 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485173.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","4,82 tỷ","63,42 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,76 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485043.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","4,85 tỷ","64,67 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,75 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484917.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,25 tỷ","60,19 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,54 m²,Tây Bắc,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120484845.htm#px=SR-special_display_ad-[PO-6][PL-default],"Đê La Thành, Phường Hàng Bột, Quận Đống Đa, Hà Nội","11,5 tỷ","267,44 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",43 m²,Đông,Đông,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484836.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,39 tỷ","42,38 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484717.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,05 tỷ","43,57 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484663.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","6,666 tỷ","60,61 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,110 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484550.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,5 tỷ","41,67 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484385.htm,Đại Mỗ,"3,12 tỷ","69,33 triệu/m²",1 phòng,1 phòng,Hợp đồng mua bán,Chung cư,45 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484357.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,2 tỷ","46,81 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119286017.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,39 tỷ","42,38 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,80 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484234.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","1,63 tỷ","52,58 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,31 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119387225.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,5 tỷ","41,67 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484191.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,45 tỷ","50,74 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,68 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119406965.htm,"Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","1,75 tỷ","38,04 triệu/m²",2 phòng,,Hợp đồng mua bán,Chung cư,46 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119288474.htm,"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","2,86 tỷ","40,86 triệu/m²",3 phòng,,Sổ hồng riêng,"Tập thể, cư xá",70 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120484121.htm,"Linh Đàm , Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","4,199 tỷ","61,75 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,68 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/116084042.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,2 tỷ","46,81 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/116084042.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,2 tỷ","46,81 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484004.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,21 tỷ","47,02 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120483857.htm,"Nguyễn Khánh Toàn, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","3,68 tỷ","66,91 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,55 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120483804.htm,"Đường Đại Dương, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",65 triệu,"1,20 triệu/m²",2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,54 m²,Đông,Đông,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119867199.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,9 tỷ","61,90 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,63 m²,Tây Bắc,Đông Nam,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120483635.htm,"1152, đường láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","4,6 tỷ","79,31 triệu/m²",1 phòng,1 phòng,Đang chờ sổ,Chung cư,58 m²,,Đông Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120482868.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,51 tỷ","43,88 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119497018.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","1,62 tỷ","43,78 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,37 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120482469.htm,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","4,3 tỷ","50,59 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,85 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120482472.htm#px=SR-special_display_ad-[PO-10][PL-default],"Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","3,48 tỷ","52,73 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,66 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120482195.htm,"Thái thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",5 tỷ,50 triệu/m²,4 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",100 m²,,Đông Nam,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/108791346.htm,", Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","2,88 tỷ","53,33 triệu/m²",2 phòng,,Sổ hồng riêng,Chung cư,54 m²,,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/119964906.htm#px=SR-special_display_ad-[PO-13][PL-default],"Phố Bùi Thiện Ngộ, Phường Việt Hưng, Quận Long Biên, Hà Nội","7,4 tỷ","50,68 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,146 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117067701.htm,"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,9 tỷ","41,43 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117665624.htm,"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,5 tỷ","41,67 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/114336239.htm,"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,1 tỷ","44,68 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118180867.htm,"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","1,6 tỷ","51,61 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,31 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118268900.htm,"5, Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,4 tỷ","42,50 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120481678.htm,"431 Tam Trinh , Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","4,295 tỷ","49,37 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,87 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120481554.htm,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",650 triệu,13 triệu/m²,2 phòng,1 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",50 m²,Bắc,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120481488.htm,"Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","2,5 tỷ","53,19 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120481429.htm,"Phố Đào Văn Tập, Phường Giang Biên, Quận Long Biên, Hà Nội","3,099 tỷ","38,75 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,Tây Bắc,Đông Nam,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120481310.htm,"Phố Trần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","3,27 tỷ","36,33 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",90 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/112135924.htm,"Phố Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",600 triệu,12 triệu/m²,2 phòng,1 phòng,1,"Căn hộ dịch vụ, mini",50 m²,Bắc,Đông Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/112753301.htm,"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",600 triệu,"16,67 triệu/m²",2 phòng,1 phòng,1,"Căn hộ dịch vụ, mini",36 m²,Tây,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119425198.htm,"Hoàng Liệt, Phường Đại Kim, Quận Hoàng Mai, Hà Nội","4,66 tỷ","56,14 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,83 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/116926462.htm,"Xã Đa Tốn, Kiêu Kỵ, Dương Xá và một phần thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",3 tỷ,"42,86 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/108122477.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,5 tỷ","41,67 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120480711.htm,"44, Phố Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","5,3 tỷ","43,44 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,122 m²,Tây Nam,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120480533.htm,"Phố Trung Hòa, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","7,35 tỷ","66,82 triệu/m²",3 phòng,,Sổ hồng riêng,Chung cư,110 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119509199.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","3,4 tỷ","42,50 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,80 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120480139.htm,"Phố Chính Kinh, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","6,45 tỷ","64,50 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,100 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119349022.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,9 tỷ","41,43 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,70 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119470682.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,1 tỷ","44,68 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,47 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119801110.htm,"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội","2,6 tỷ","43,33 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,60 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120480105.htm,"Ngõ 885 Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội","4,325 tỷ","57,67 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,75 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120479876.htm,"Phố Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội","3,17 tỷ","35,22 triệu/m²",2 phòng,2 phòng,Hợp đồng mua bán,Chung cư,90 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120479631.htm,"Ngõ 318 Bạch Mai, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","2,55 tỷ","56,67 triệu/m²",1 phòng,,Sổ hồng riêng,"Tập thể, cư xá",45 m²,,,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120338018.htm,"Phố Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","3,55 tỷ","50,71 triệu/m²",2 phòng,,Sổ hồng riêng,"Tập thể, cư xá",70 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120478639.htm,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","4,3 tỷ","47,78 triệu/m²",3 phòng,,Sổ hồng riêng,"Tập thể, cư xá",90 m²,,,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120478449.htm,"136, Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","5,55 tỷ","81,62 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,68 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120478440.htm,"136, Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","6,75 tỷ","71,81 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,94 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120478399.htm,"Hàm Nghi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội","6,2 tỷ","81,58 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,76 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120478386.htm,"Nhân Chính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","7,2 tỷ","67,29 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,107 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120074939.htm,"Chính Kinh, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội","6,3 tỷ","63,64 triệu/m²",3 phòng,2 phòng,Sổ hồng riêng,Chung cư,99 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/119968153.htm,"Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","13,2 tỷ",220 triệu/m²,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,Sổ hồng riêng,"Căn hộ dịch vụ, mini",60 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoan-kiem-ha-noi/119663562.htm,"Phố Vọng Đức, Phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội","3,75 tỷ","98,68 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",38 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120048706.htm#px=SR-special_display_ad-[PO-8][PL-default],"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","2,025 tỷ","72,32 triệu/m²",1 phòng,1 phòng,Hợp đồng mua bán,Chung cư,28 m²,Tây Nam,Đông Bắc,Hoàn thiện cơ bản
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120477978.htm#px=SR-special_display_ad-[PO-9][PL-default],"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",3 tỷ,"69,77 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,43 m²,Đông Bắc,Tây Nam,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120477903.htm#px=SR-special_display_ad-[PO-10][PL-default],"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,1 tỷ","72,09 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,43 m²,,Tây Bắc,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120477877.htm#px=SR-special_display_ad-[PO-11][PL-default],"Đường Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","1,79 tỷ","51,14 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,"Tập thể, cư xá",35 m²,,,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120477862.htm#px=SR-special_display_ad-[PO-12][PL-default],", Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","4,8 tỷ",64 triệu/m²,3 phòng,2 phòng,Sổ hồng riêng,Chung cư,75 m²,Tây Nam,Đông Bắc,Nội thất cao cấp
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120477787.htm#px=SR-special_display_ad-[PO-13][PL-default],"Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","2,9 tỷ","34,12 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,"Tập thể, cư xá",85 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120477358.htm,"S202 Vinhome smart city, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","3,62 tỷ","67,04 triệu/m²",2 phòng,1 phòng,Sổ hồng riêng,Chung cư,54 m²,Tây Bắc,Đông Nam,
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120476745.htm,"Phố Hoàng Minh Giám, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","4,7 tỷ",47 triệu/m²,3 phòng,2 phòng,Sổ hồng riêng,Chung cư,100 m²,,,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120476347.htm,"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","2,5 tỷ","73,53 triệu/m²",1 phòng,1 phòng,Sổ hồng riêng,Chung cư,34 m²,Tây Bắc,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120476035.htm,"Cầu Tó - Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội","2,65 tỷ","44,17 triệu/m²",2 phòng,2 phòng,Sổ hồng riêng,Chung cư,60 m²,Tây Bắc,Đông Nam,Nội thất đầy đủ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120475333.htm,"Phố Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","4,2 tỷ",56 triệu/m²,3 phòng,,Sổ hồng riêng,"Tập thể, cư xá",75 m²,,,Nội thất cao cấp
