Link,Giá tổng,Giá/m²,Giấy tờ pháp lý,Loại hình đất,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119976691.htm,10.8,180.0,Đã có sổ,Đất thổ cư,,,60.0,,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119971374.htm,12.89,143.22,Đã có sổ,Đất thổ cư,,,90.0,,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120504848.htm,1.399,34.98,Đã có sổ,Đất thổ cư,4.0,10.0,40.0,Nam,Quang Tiến,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119987759.htm,8.3,166.0,Đã có sổ,Đất thổ cư,4.8,,50.0,,La Khê,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120504732.htm,29.0,349.4,Đã có sổ,Đất thổ cư,,,83.0,,Bưởi,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120146242.htm,2.3,50.0,Đã có sổ,Đất thổ cư,4.0,12.0,46.0,,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120504445.htm,9.5,133.8,Đã có sổ,Đất thổ cư,4.7,15.2,71.0,,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-dat-quan-dong-da-ha-noi/120504361.htm,15.5,258.33,Đã có sổ,Đất thổ cư,4.0,,60.0,,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120503825.htm,9.0,166.67,Đã có sổ,Đất thổ cư,,,54.0,,Phúc Đồng,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120503821.htm,1.38,27.88,Đã có sổ,Đất thổ cư,5.0,10.0,49.5,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120503738.htm,2.02,18.46,Đã có sổ,Đất thổ cư,6.0,16.0,109.4,,Tân Dân,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120503619.htm,6.55,74.43,Đã có sổ,Đất thổ cư,5.0,,88.0,,Thuỵ Lâm,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120503614.htm,1.9,45.24,Đã có sổ,Đất thổ cư,,,42.0,,Đồng Mai,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120090756.htm,16.85,73.9,Đã có sổ,Đất thổ cư,8.0,28.7,228.0,Nam,Cổ Bi,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120503250.htm,1.79,43.66,Đã có sổ,Đất thổ cư,4.0,10.0,41.0,,Hồng Vân,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120503215.htm,1.55,36.05,Đã có sổ,Đất thổ cư,5.0,9.0,43.0,,Hồng Vân,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120503134.htm,4.15,61.03,Đã có sổ,Đất thổ cư,4.5,15.0,68.0,Đông Bắc,Quang Minh,Mê Linh
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120479030.htm,3.9,118.18,Đã có sổ,Đất thổ cư,3.6,,33.0,,Đức Giang,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120502797.htm,16.45,257.03,Đã có sổ,Đất thổ cư,4.9,,64.0,,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120502635.htm,2.985,15.08,Đã có sổ,Đất thổ cư,6.0,33.0,198.0,,Cổ Đông,Sơn Tây
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120502345.htm,15.6,195.0,Đã có sổ,Đất thổ cư,,,80.0,,Ngọc Thụy,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120502327.htm,5.9,125.53,Đã có sổ,Đất thổ cư,,,47.0,,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120502045.htm,3.86,68.93,Đã có sổ,Đất thổ cư,5.8,,56.0,,Vạn Phúc,Thanh Trì
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120501812.htm,21.0,244.19,Đã có sổ,Đất thổ cư,,,86.0,,Bồ Đề,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120501587.htm,15.7,155.45,Đã có sổ,Đất thổ cư,,,101.0,,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120501431.htm,4.8,137.14,Đã có sổ,Đất thổ cư,,,35.0,,Phúc Đồng,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120500848.htm,4.0,74.07,Đã có sổ,Đất thổ cư,4.3,13.0,54.0,Nam,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120500726.htm,12.6,201.6,Đã có sổ,Đất thổ cư,5.0,,62.5,Đông Bắc,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/119412157.htm,16.0,66.12,Đã có sổ,Đất thổ cư,14.5,17.5,242.0,Đông Nam,Phú Thị,Gia Lâm
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/119647759.htm,17.5,171.57,Đã có sổ,Đất thổ cư,7.0,,102.0,,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120500451.htm,1.8,11.46,Đã có sổ,Đất thổ cư,8.0,25.0,157.0,Đông Nam,Bắc Phú,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120500347.htm,8.9,89.0,Đã có sổ,Đất thổ cư,5.0,20.0,100.0,Đông Nam,Quang Minh,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120499914.htm#px=SR-special_display_ad-[PO-1][PL-default],0.99,10.15,Đã có sổ,Đất thổ cư,5.0,19.5,97.5,,Hợp Thanh,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120095396.htm#px=SR-special_display_ad-[PO-2][PL-default],7.1,157.78,Đã có sổ,Đất thổ cư,4.0,,45.0,,Phúc La,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120499758.htm,0.00063,0.0014650000000000002,Đã có sổ,Đất nông nghiệp,,,430.0,,Liên Mạc,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120499754.htm,16.38,182.0,Đã có sổ,Đất thổ cư,,,90.0,,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120499163.htm,1.45,41.43,Đã có sổ,Đất thổ cư,3.4,11.0,35.0,Nam,Đồng Tháp,Đan Phượng
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120498689.htm,5.65,188.33,Đã có sổ,Đất thổ cư,4.2,,30.0,,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120498142.htm,10.2,127.5,Đã có sổ,Đất thổ cư,,,80.0,,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/119047330.htm,0.4,7.97,Đã có sổ,Đất thổ cư,4.0,11.0,50.2,Đông,Hợp Thanh,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120496114.htm,3.25,54.17,Đã có sổ,Đất thổ cư,4.0,16.0,60.0,Đông,Xuân Nộn,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120495941.htm,3.022,33.96,Đã có sổ,Đất thổ cư,6.0,15.0,89.0,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120494929.htm,1.6,42.11,Sổ chung / công chứng vi bằng,Đất thổ cư,,,38.0,,Định Công,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120494914.htm,4.5,90.0,Đã có sổ,Đất thổ cư,,,50.0,,Thượng Thanh,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120494276.htm,0.38,11.18,Đã có sổ,Đất nông nghiệp,,,34.0,,Phú Diễn,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120494140.htm,6.2,77.31,Đã có sổ,Đất thổ cư,5.2,16.2,80.2,Đông,Ngọc Hồi,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120494124.htm,6.0,34.88,Đã có sổ,Đất thổ cư,,,172.0,,Minh Phú,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-huyen-phu-xuyen-ha-noi/120494070.htm,1.35,16.71,Đã có sổ,Đất thổ cư,5.66,13.35,80.8,Đông Nam,Vân Từ,Phú Xuyên
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120493441.htm,4.25,141.67,Đã có sổ,Đất thổ cư,,,30.0,,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120494006.htm,8.0,160.0,Đã có sổ,Đất thổ cư,4.0,13.0,50.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120493815.htm,14.7,100.0,Đã có sổ,Đất thổ cư,,,147.0,,Nam Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-thi-xa-son-tay-ha-noi/120493767.htm,1.1,18.03,Đã có sổ,Đất thổ cư,,,61.0,,Cổ Đông,Sơn Tây
https://www.nhatot.com/mua-ban-dat-huyen-soc-son-ha-noi/120493752.htm,7.42,18.5,Đã có sổ,Đất thổ cư,,,401.0,,Minh Phú,Sóc Sơn
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120493698.htm,3.45,98.57,Đã có sổ,Đất thổ cư,,,35.0,,Đông Ngạc,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120493008.htm,5.5,57.29,Đã có sổ,Đất thổ cư,5.0,,96.0,,Tiên Dương,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120492285.htm,6.25,104.17,Đã có sổ,Đất thổ cư,3.5,17.0,60.0,Đông Nam,Cổ Nhuế 2,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120492196.htm,2.75,35.95,Đã có sổ,Đất thổ cư,,,76.5,,Thụy Hương,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119543242.htm,11.3,168.66,Đang chờ sổ,Đất thổ cư,,,67.0,,Hà Cầu,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120492077.htm,12.0,148.15,Đã có sổ,Đất thổ cư,,,81.0,,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120491820.htm,3.3,82.5,Đã có sổ,Đất thổ cư,,,40.0,,Nhị Khê,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120491638.htm,2.95,68.6,Đã có sổ,Đất thổ cư,,,43.0,,Khánh Hà,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120491540.htm,4.8,80.0,Đã có sổ,Đất thổ cư,,,60.0,,Liên Mạc,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/119816876.htm,4.7,69.12,Đã có sổ,Đất thổ cư,5.0,13.7,68.0,,Việt Hùng,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-thanh-xuan-ha-noi/120489384.htm,9.8,115.29,Đã có sổ,Đất thổ cư,,,85.0,,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120489156.htm,6.39,148.6,Đã có sổ,Đất thổ cư,,,43.0,,La Khê,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120487230.htm,3.0,22.73,Đã có sổ,Đất thổ cư,3.2,29.2,132.0,Tây Bắc,Phú Mãn,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120486889.htm,1.36,28.33,Đã có sổ,Đất thổ cư,4.0,12.0,48.0,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-ba-dinh-ha-noi/120486162.htm,25.5,242.86,Đã có sổ,Đất thổ cư,10.0,11.72,105.0,Bắc,Kim Mã,Ba Đình
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120485626.htm,16.6,166.0,Đã có sổ,Đất thổ cư,8.08,11.0,100.0,Tây,Vân Canh,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120485163.htm,10.5,105.0,Đã có sổ,Đất thổ cư,,,100.0,,Thụy Phương,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120485038.htm,4.5,60.0,Đã có sổ,Đất thổ cư,5.0,15.0,75.0,Đông Bắc,Quang Minh,Mê Linh
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120484823.htm,7.1,136.54,Đã có sổ,Đất thổ cư,6.2,8.4,52.0,,Đại Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/117909425.htm,17.5,125.0,Đã có sổ,Đất thổ cư,6.0,,140.0,Đông Nam,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/116814513.htm,6.5,116.07,Đã có sổ,Đất thổ cư,4.0,,56.0,Nam,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120484302.htm,3.28,56.07,Đã có sổ,Đất thổ cư,3.76,,58.5,,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/119726215.htm,7.2,138.46,Đã có sổ,Đất thổ cư,4.5,11.5,52.0,,Mộ Lao,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/118527619.htm,1.4,43.75,Đã có sổ,Đất thổ cư,3.7,,32.0,,Biên Giang,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120483961.htm#px=SR-special_display_ad-[PO-6][PL-default],3.55,59.17,Đã có sổ,Đất thổ cư,,,60.0,,Đặng Xá,Gia Lâm
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/116132269.htm,1.6,48.48,Đã có sổ,Đất thổ cư,,,33.0,,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120483442.htm,3.56,74.17,Đã có sổ,Đất thổ cư,,,48.0,,Đông Hội,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120483033.htm,12.65,115.0,Đã có sổ,Đất thổ cư,5.5,,110.0,,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120483001.htm,1.51,33.86,Đã có sổ,Đất thổ cư,4.3,9.5,44.6,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/120482900.htm,4.0,80.0,Đã có sổ,Đất thổ cư,5.0,10.0,50.0,,Lĩnh Nam,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-gia-lam-ha-noi/120482517.htm,3.05,98.39,Đã có sổ,Đất thổ cư,,,31.0,,Đông Dư,Gia Lâm
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120482390.htm,2.35,19.58,Đã có sổ,Đất thổ cư,5.0,15.0,120.0,,Hoàng Văn Thụ,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120201770.htm,5.8,101.75,Đã có sổ,Đất thổ cư,4.5,12.7,57.0,,Đông La,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120481857.htm,3.9,55.71,Đã có sổ,Đất thổ cư,4.5,15.0,70.0,,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119393661.htm,9.6,120.0,Đã có sổ,Đất thổ cư,415.0,,80.0,Đông Nam,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120481207.htm,4.8,45.71,Đã có sổ,Đất thổ cư,5.0,21.0,105.0,,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120481062.htm,1.38,27.88,Đã có sổ,Đất thổ cư,6.0,8.5,49.5,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/108983548.htm,9.0,90.0,Đã có sổ,Đất nền dự án,5.0,20.0,100.0,,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120480432.htm,4.95,25.38,Đã có sổ,Đất thổ cư,13.0,15.0,195.0,Tây Nam,Liên Hà,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120479866.htm,5.2,44.83,Đã có sổ,Đất thổ cư,5.0,23.3,116.0,Tây Nam,Hồng Vân,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120479773.htm,1.95,34.88,Đã có sổ,Đất thổ cư,4.56,12.5,55.9,Bắc,Kim Hoa,Mê Linh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120479731.htm,1.9,46.23,Đã có sổ,Đất thổ cư,6.0,6.8,41.1,,Hồng Vân,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/120479534.htm,0.82,13.67,Đã có sổ,Đất thổ cư,,,60.0,,Nam Phương Tiến,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120479302.htm,1.38,27.6,Đã có sổ,Đất thổ cư,5.0,10.0,50.0,,Thắng Lợi,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/119712583.htm,6.25,109.65,Đã có sổ,Đất thổ cư,,,57.0,,Cổ Nhuế 2,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120479239.htm,3.154,38.0,Đã có sổ,Đất thổ cư,7.0,12.0,83.0,,Quất Động,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120094911.htm,34.2,104.27,Đã có sổ,Đất thổ cư,,,328.0,,Tứ Hiệp,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120478714.htm,1.39,31.95,Đã có sổ,Đất thổ cư,4.0,10.5,43.5,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120478698.htm,1.51,33.86,Đã có sổ,Đất thổ cư,4.3,10.0,44.6,,Chương Dương,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119131608.htm,0.9,23.02,Đang chờ sổ,Đất thổ cư,3.55,11.0,39.1,Tây Nam,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120478620.htm,5.2,54.74,Đã có sổ,Đất thổ cư,5.0,19.0,95.0,,Bắc Hồng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120477937.htm,0.8,1.39,Đã có sổ,Đất nông nghiệp,,,576.0,,Văn Tự,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120477895.htm,14.0,95.24,Đã có sổ,Đất thổ cư,,,147.0,,Vân Nội,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-ung-hoa-ha-noi/118893760.htm,2.265,29.04,Đã có sổ,Đất thổ cư,6.0,13.0,78.0,Đông Nam,Hòa Xá,Ứng Hòa
https://www.nhatot.com/mua-ban-dat-huyen-quoc-oai-ha-noi/120476680.htm,7.8,20.0,Đã có sổ,Đất thổ cư,11.0,,390.0,Bắc,Phú Cát,Quốc Oai
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/118898627.htm,11.8,147.5,Đã có sổ,Đất thổ cư,18.0,10.0,80.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/118033645.htm,10.6,117.78,Đã có sổ,Đất thổ cư,7.0,12.8,90.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120078715.htm,5.2,117.91,Đã có sổ,Đất thổ cư,,,44.1,,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-hoai-duc-ha-noi/120192811.htm,16.5,150.0,Đã có sổ,Đất thổ cư,8.0,14.0,110.0,,Di Trạch,Hoài Đức
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/119922583.htm,5.1,62.2,Đã có sổ,Đất thổ cư,7.1,11.5,82.0,,Sài Đồng,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120475555.htm,8.3,138.33,Đã có sổ,Đất thổ cư,,,60.0,Đông Nam,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120475544.htm,1.485,27.0,Đã có sổ,Đất thổ cư,4.0,13.0,55.0,,Tự Nhiên,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-hoang-mai-ha-noi/119992819.htm#px=SR-special_display_ad-[PO-4][PL-default],3.6,85.71,Đã có sổ,Đất thổ cư,4.6,,42.0,,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-dat-huyen-dan-phuong-ha-noi/120475210.htm,2.3,53.49,Đã có sổ,Đất thổ cư,3.2,,43.0,,Phương Đình,Đan Phượng
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120474134.htm,5.4,135.0,Đã có sổ,Đất thổ cư,4.5,,40.0,Đông Nam,Cự Khối,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-hoan-kiem-ha-noi/120474065.htm,56.0,474.58,Đã có sổ,Đất thổ cư,,,118.0,,Hàng Buồm,Hoàn Kiếm
https://www.nhatot.com/mua-ban-dat-huyen-me-linh-ha-noi/120472997.htm,5.9,31.89,Đã có sổ,Đất thổ cư,4.95,35.0,185.0,Tây Bắc,Thanh Lâm,Mê Linh
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120472501.htm,35.5,262.96,Đã có sổ,Đất thổ cư,,,135.0,,Nhật Tân,Tây Hồ
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120472129.htm,1.9,46.34,Đã có sổ,Đất thổ cư,6.0,6.8,41.0,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120471873.htm,4.85,59.88,Không có sổ,Đất thổ cư,10.0,,81.0,,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120471644.htm,1.39,31.59,Đã có sổ,Đất thổ cư,4.0,11.0,44.0,,Thư Phú,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-my-duc-ha-noi/120470845.htm,0.99,8.25,Đã có sổ,Đất thổ cư,6.0,20.0,120.0,,Bột Xuyên,Mỹ Đức
https://www.nhatot.com/mua-ban-dat-quan-cau-giay-ha-noi/120469727.htm,4.85,59.88,Đang chờ sổ,Đất thổ cư,,,81.0,,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120469334.htm,3.7,112.12,Đã có sổ,Đất thổ cư,,,33.0,,Xuân Phương,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120468657.htm,1.37,33.41,Đã có sổ,Đất thổ cư,4.0,10.0,41.0,,Quất Động,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120468608.htm,5.6,140.0,Đã có sổ,Đất thổ cư,3.2,12.0,40.0,Bắc,Vĩnh Quỳnh,Thanh Trì
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120468582.htm,12.2,193.65,Đã có sổ,Đất thổ cư,,,63.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-huyen-thuong-tin-ha-noi/120468541.htm,3.6,60.0,Đã có sổ,Đất thổ cư,,,60.0,,Khánh Hà,Thường Tín
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120467981.htm,5.6,80.0,Đã có sổ,Đất thổ cư,,,70.0,,Việt Hùng,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-thanh-tri-ha-noi/120467816.htm,2.85,66.28,Đã có sổ,Đất thổ cư,,,43.0,,Đại áng,Thanh Trì
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120467686.htm,4.76,78.03,Đã có sổ,Đất thổ cư,,,61.0,,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120467577.htm,2.55,63.75,Đã có sổ,Đất thổ cư,,,40.0,,Đồng Mai,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-nam-tu-liem-ha-noi/120467455.htm,6.2,147.62,Đã có sổ,Đất thổ cư,,,42.0,,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-dat-huyen-dong-anh-ha-noi/120467074.htm,4.88,63.38,Đã có sổ,Đất thổ cư,4.0,,77.0,Nam,Uy Nỗ,Đông Anh
https://www.nhatot.com/mua-ban-dat-huyen-chuong-my-ha-noi/118820221.htm,2.0,4.65,Đã có sổ,Đất thổ cư,,,430.0,,Nam Phương Tiến,Chương Mỹ
https://www.nhatot.com/mua-ban-dat-quan-long-bien-ha-noi/120466447.htm,3.2,94.12,Đã có sổ,Đất thổ cư,3.8,,34.0,Tây Nam,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120466259.htm,8.0,62.5,Đã có sổ,Đất thổ cư,,,128.0,,Đông Ngạc,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-bac-tu-liem-ha-noi/120464704.htm#px=SR-special_display_ad-[PO-12][PL-default],12.5,208.33,Đã có sổ,Đất thổ cư,4.0,,60.0,,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120201651.htm,2.85,63.33,Đã có sổ,Đất thổ cư,,,45.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-ha-dong-ha-noi/120124834.htm,2.6,68.42,Đã có sổ,Đất thổ cư,,,38.0,,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-dat-quan-tay-ho-ha-noi/120464441.htm#px=SR-special_display_ad-[PO-15][PL-default],11.2,329.41,Đã có sổ,Đất thổ cư,,,34.0,,Bưởi,Tây Hồ
