Link,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Giấy tờ pháp lý,Loại hình nhà ở,Chiều ngang,Chiều dài,Diện tích đất,Hướng cửa chính,Tình trạng nội thất,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/120221266.htm,6.2,151.22,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",5.2,,41.0,,Nội thất cao cấp,Văn Điển,Thanh Trì
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120651525.htm,7.05,201.43,5,4,6,Đã có sổ,"Nhà ngõ, hẻm",3.0,,35.0,,Nội thất cao cấp,Mai Động,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120361441.htm,37.0,308.33,4,5,5,Đã có sổ,Nhà biệt thự,,,120.0,,Nội thất đầy đủ,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120651444.htm,10.2,159.38,4,4,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,64.0,,Nội thất đầy đủ,Định Công,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120651407.htm,8.0,205.13,6,6,7,Đã có sổ,"Nhà ngõ, hẻm",,,39.0,,Nội thất cao cấp,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120651386.htm,1.45,29.0,6,6,6,Đã có sổ,"Nhà mặt phố, mặt tiền",,,50.0,,Nội thất đầy đủ,Tương Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120446733.htm,41.0,455.56,7,6,8,Đã có sổ,"Nhà mặt phố, mặt tiền",19.0,,90.0,,Bàn giao thô,Phương Liệt,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120651349.htm,8.9,247.22,2,2,3,Đã có sổ,"Nhà ngõ, hẻm",,,36.0,,Nội thất cao cấp,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120651337.htm,2.55,85.0,1,1,3,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Hoàn thiện cơ bản,Điện Biên,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/118366721.htm,23.5,635.14,4,6,7,Đã có sổ,"Nhà mặt phố, mặt tiền",4.6,,37.0,,Hoàn thiện cơ bản,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/119493477.htm,39.6,179.19,8,6,4,Đã có sổ,"Nhà mặt phố, mặt tiền",14.0,,221.0,,Nội thất cao cấp,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120651274.htm,8.2,190.7,4,4,4,Đã có sổ,"Nhà ngõ, hẻm",,,43.0,,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120651252.htm,7.2,160.0,6,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất đầy đủ,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120517517.htm,5.39,199.63,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,27.0,,Hoàn thiện cơ bản,Yên Phụ,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120293969.htm,6.7,142.55,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",5.7,,47.0,,Nội thất đầy đủ,Nguyễn Trãi,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120235640.htm,4.5,180.0,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,25.0,,Nội thất đầy đủ,Ô Chợ Dừa,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/119855546.htm,8.25,144.74,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",4.2,,57.0,,Nội thất đầy đủ,Phúc La,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120096437.htm,5.45,143.42,4,5,5,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Đàn,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120651155.htm,6.0,176.47,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,34.0,,Nội thất đầy đủ,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120651102.htm,8.5,212.5,4,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất cao cấp,Quan Hoa,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120309697.htm,9.3,273.53,4,4,6,Đã có sổ,"Nhà ngõ, hẻm",,,34.0,,Nội thất đầy đủ,Mễ Trì,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120651075.htm,6.2,137.78,4,5,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,45.0,,Nội thất đầy đủ,Minh Khai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120651072.htm,11.3,205.45,5,5,7,Đã có sổ,"Nhà ngõ, hẻm",,,55.0,,Nội thất cao cấp,Ô Chợ Dừa,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120625852.htm#px=SR-special_display_ad-[PO-2][PL-default],3.1,193.75,2,1,2,Đã có sổ,"Nhà ngõ, hẻm",3.6,,16.0,Đông Nam,Nội thất đầy đủ,Thịnh Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120599975.htm#px=SR-special_display_ad-[PO-3][PL-default],5.6,175.0,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,8.0,32.0,Đông Nam,Nội thất cao cấp,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120651054.htm,6.0,171.43,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",3.5,,35.0,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hoan-kiem-ha-noi/119506807.htm,67.0,1120.0,3,3,2,Đã có sổ,"Nhà mặt phố, mặt tiền",15.0,,60.0,,Nội thất cao cấp,Trần Hưng Đạo,Hoàn Kiếm
https://www.nhatot.com/mua-ban-nha-dat-quan-hoan-kiem-ha-noi/119078025.htm,75.0,652.17,5,5,3,Đã có sổ,"Nhà mặt phố, mặt tiền",20.0,,115.0,,Nội thất đầy đủ,Đồng Xuân,Hoàn Kiếm
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119638356.htm,28.5,259.09,10,6,7,Đã có sổ,"Nhà ngõ, hẻm",4.5,,110.0,,Nội thất cao cấp,Đồng Tâm,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120651031.htm,5.8,165.71,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120394898.htm,21.0,420.0,5,5,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,50.0,,Nội thất cao cấp,Cống Vị,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/119687379.htm,27.0,360.0,4,4,4,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,,75.0,,Nội thất cao cấp,Văn Miếu,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/119905493.htm,31.0,620.0,8,6,8,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,,50.0,,Nội thất cao cấp,Ngọc Lâm,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/119871272.htm,20.0,444.44,5,5,5,Đã có sổ,"Nhà mặt phố, mặt tiền",7.5,,45.0,,Nội thất cao cấp,Liễu Giai,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/118957422.htm,13.0,288.89,5,5,5,Đã có sổ,"Nhà ngõ, hẻm",6.5,,45.0,,Nội thất đầy đủ,Phạm Đình Hổ,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/118479812.htm,14.5,263.64,10,6,6,Đã có sổ,"Nhà mặt phố, mặt tiền",6.5,,55.0,,Nội thất cao cấp,Phố Huế,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-hoan-kiem-ha-noi/119024552.htm,50.0,500.0,4,4,4,Đã có sổ,"Nhà mặt phố, mặt tiền",7.0,,100.0,,Nội thất cao cấp,Trần Hưng Đạo,Hoàn Kiếm
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120599411.htm,4.65,193.75,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,24.0,,Hoàn thiện cơ bản,Khâm Thiên,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/118543529.htm,20.9,418.0,5,5,3,Đã có sổ,"Nhà mặt phố, mặt tiền",6.0,,50.0,,Nội thất đầy đủ,Phương Mai,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-hoan-kiem-ha-noi/120017393.htm,77.0,770.0,6,6,6,Đã có sổ,"Nhà mặt phố, mặt tiền",15.0,,100.0,,Nội thất cao cấp,Hàng Bồ,Hoàn Kiếm
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120161447.htm,8.5,188.89,4,3,4,Đã có sổ,"Nhà mặt phố, mặt tiền",3.8,,45.0,Nam,Nội thất đầy đủ,Văn Quán,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120650941.htm,5.9,147.5,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",5.0,8.0,40.0,,Nội thất đầy đủ,Tứ Liên,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120650935.htm,7.2,205.71,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",3.5,,35.0,,Nội thất cao cấp,Trung Phụng,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120606055.htm,7.85,160.2,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,49.0,,Nội thất đầy đủ,Thịnh Quang,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120650888.htm,10.9,265.85,7,4,8,Đã có sổ,"Nhà mặt phố, mặt tiền",5.5,8.0,41.0,,Nội thất cao cấp,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120650873.htm,4.69,156.33,2,3,3,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Nội thất đầy đủ,Khương Thượng,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120650853.htm#px=SR-special_display_ad-[PO-5][PL-default],18.8,268.57,4,5,3,Đã có sổ,"Nhà mặt phố, mặt tiền",5.6,13.0,70.0,Tây Nam,Nội thất đầy đủ,Thượng Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120352538.htm,5.3,132.5,4,2,4,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất đầy đủ,Yên Phụ,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120611373.htm,4.4,125.71,3,4,4,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Cự Khối,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120594494.htm,6.8,161.9,8,6,5,Đã có sổ,"Nhà ngõ, hẻm",,,42.0,,Nội thất đầy đủ,Khâm Thiên,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120573140.htm,7.2,200.0,4,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,36.0,,Nội thất đầy đủ,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/118673228.htm#px=SR-special_display_ad-[PO-10][PL-default],13.6,289.36,10,6,8,Đã có sổ,"Nhà mặt phố, mặt tiền",3.3,,47.0,,Nội thất đầy đủ,Thanh Xuân Nam,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/120650685.htm,16.0,74.42,4,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,215.0,,Hoàn thiện cơ bản,Đình Xuyên,Gia Lâm
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120650650.htm,7.0,132.08,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,53.0,,Nội thất đầy đủ,Liễu Giai,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120283650.htm,7.1,157.78,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất đầy đủ,Trung Liệt,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120650563.htm,7.39,194.47,8,8,9,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Phú Đô,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/119775768.htm,11.8,218.52,6,6,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,23.0,54.0,,Nội thất cao cấp,Trống,Trống
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120407097.htm,4.7,134.29,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Thạch Bàn,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120572902.htm,18.5,237.18,5,4,6,Đã có sổ,"Nhà mặt phố, mặt tiền",,,78.0,,Nội thất cao cấp,Bưởi,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/119615516.htm,7.56,252.0,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,30.0,,Nội thất cao cấp,Cầu Diễn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120650455.htm,8.3,207.5,9,9,5,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất đầy đủ,Phú Đô,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/120650453.htm,7.45,74.5,3,2,2,Đã có sổ,"Nhà ngõ, hẻm",4.5,,100.0,,Nội thất đầy đủ,Đông Dư,Gia Lâm
https://www.nhatot.com/mua-ban-quan-cau-giay-ha-noi/119492152.htm,9.5,163.79,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",4.5,,58.0,,Nội thất đầy đủ,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/116000474.htm,6.51,158.78,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,41.0,,Nội thất cao cấp,Trung Liệt,Đống Đa
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/118553260.htm,6.2,137.78,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,45.0,,Nội thất đầy đủ,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/106394569.htm,6.02,146.83,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,41.0,,Nội thất đầy đủ,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/120529114.htm,5.99,157.63,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Kim Liên,Đống Đa
https://www.nhatot.com/mua-ban-quan-ha-dong-ha-noi/120650378.htm,6.9,176.92,6,5,5,Đã có sổ,"Nhà mặt phố, mặt tiền",,,39.0,,Nội thất cao cấp,Yên Nghĩa,Hà Đông
https://www.nhatot.com/mua-ban-quan-thanh-xuan-ha-noi/120650379.htm,22.3,297.33,6,6,5,Đã có sổ,"Nhà mặt phố, mặt tiền",5.0,15.0,75.0,,Nội thất cao cấp,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/120650357.htm,9.5,172.73,6,6,7,Đã có sổ,"Nhà ngõ, hẻm",,,55.0,,Nội thất đầy đủ,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-quan-thanh-xuan-ha-noi/120650345.htm,12.5,277.78,3,3,4,Đã có sổ,"Nhà mặt phố, mặt tiền",4.2,,45.0,,Nội thất cao cấp,Khương Đình,Thanh Xuân
https://www.nhatot.com/mua-ban-quan-thanh-xuan-ha-noi/119511405.htm,15.75,225.0,6,6,7,Đã có sổ,"Nhà mặt phố, mặt tiền",,,70.0,,Nội thất cao cấp,Khương Mai,Thanh Xuân
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/120650280.htm,6.2,155.0,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Nội thất đầy đủ,Cát Linh,Đống Đa
https://www.nhatot.com/mua-ban-quan-long-bien-ha-noi/119528505.htm,3.93,112.29,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất cao cấp,Phúc Lợi,Long Biên
https://www.nhatot.com/mua-ban-quan-ha-dong-ha-noi/120650267.htm,2.77,86.56,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,32.0,,Nội thất cao cấp,Đồng Mai,Hà Đông
https://www.nhatot.com/mua-ban-quan-nam-tu-liem-ha-noi/120600334.htm,11.5,273.81,6,6,7,Đã có sổ,"Nhà ngõ, hẻm",,,42.0,,Nội thất cao cấp,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-quan-cau-giay-ha-noi/120650251.htm,8.5,177.08,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,48.0,,Nội thất đầy đủ,Nghĩa Tân,Cầu Giấy
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/120650243.htm,16.0,275.86,4,5,5,Đã có sổ,"Nhà ngõ, hẻm",59.0,,58.0,,Nội thất cao cấp,Thịnh Quang,Đống Đa
https://www.nhatot.com/mua-ban-quan-nam-tu-liem-ha-noi/120308216.htm,5.6,112.0,4,4,4,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất đầy đủ,Phú Đô,Nam Từ Liêm
https://www.nhatot.com/mua-ban-huyen-soc-son-ha-noi/120650187.htm,4.45,70.63,3,3,3,Đã có sổ,"Nhà ngõ, hẻm",5.0,,63.0,Đông,Nội thất đầy đủ,Phù Lỗ,Sóc Sơn
https://www.nhatot.com/mua-ban-quan-dong-da-ha-noi/120584061.htm,7.5,163.04,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,46.0,,Nội thất đầy đủ,Trung Liệt,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120591918.htm,5.0,227.27,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",3.7,6.0,22.0,,Nội thất đầy đủ,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/120650091.htm,6.9,222.58,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,31.0,Tây,Nội thất cao cấp,Khương Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120650064.htm,10.0,208.33,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,48.0,,Nội thất đầy đủ,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120479834.htm,5.8,107.41,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,54.0,,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120586237.htm,5.5,157.14,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649986.htm,9.6,192.0,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất đầy đủ,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/120598585.htm,5.75,185.48,3,4,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,8.0,31.0,Đông,Nội thất đầy đủ,Thịnh Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649931.htm,10.8,186.21,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,58.0,,Nội thất đầy đủ,Quan Hoa,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120314382.htm,8.1,168.75,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,48.0,,Nội thất đầy đủ,Mai Dịch,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/120649880.htm,4.8,192.0,2,2,3,Đã có sổ,"Nhà ngõ, hẻm",,,25.0,,Nội thất đầy đủ,Trúc Bạch,Ba Đình
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120591780.htm,5.8,165.71,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,35.0,,Nội thất đầy đủ,Đàn,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-huyen-gia-lam-ha-noi/120649853.htm,0.103,1.41,2,2,3,Đã có sổ,"Nhà ngõ, hẻm",,,73.0,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/120649845.htm,3.0,75.0,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,40.0,,Hoàn thiện cơ bản,Phụng Châu,Chương Mỹ
https://www.nhatot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/120354805.htm,8.3,166.0,4,3,5,Đã có sổ,"Nhà ngõ, hẻm",4.0,,50.0,,Nội thất đầy đủ,Thịnh Quang,Đống Đa
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649831.htm,9.0,180.0,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,50.0,,Nội thất đầy đủ,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120251915.htm,6.5,232.14,5,6,7,Đã có sổ,"Nhà ngõ, hẻm",3.0,,28.0,,Nội thất đầy đủ,Bách Khoa,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/120197374.htm,11.2,193.1,4,5,6,Đã có sổ,"Nhà ngõ, hẻm",41.0,,58.0,,Nội thất đầy đủ,Long Biên,Long Biên
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649776.htm,8.7,181.25,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,48.0,,Nội thất đầy đủ,Quan Hoa,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120649764.htm,5.0,80.65,6,6,4,Đã có sổ,Nhà phố liền kề,5.0,12.0,62.0,,Nội thất cao cấp,Đông Ngạc,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/120649725.htm,2.39,70.29,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,34.0,,Nội thất cao cấp,Phụng Châu,Chương Mỹ
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120553090.htm,8.8,176.0,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",4.1,,50.0,,Nội thất đầy đủ,Mỹ Đình 1,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649616.htm,9.0,155.17,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,58.0,,Nội thất đầy đủ,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/119909474.htm,12.5,284.09,4,4,5,Đã có sổ,"Nhà ngõ, hẻm",,,44.0,,Hoàn thiện cơ bản,Lê Đại Hành,Hai Bà Trưng
https://www.nhatot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/120394939.htm,4.35,135.94,1,1,1,Đã có sổ,"Nhà ngõ, hẻm",3.2,,32.0,,Nội thất đầy đủ,Kiến Hưng,Hà Đông
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120443944.htm,13.5,207.69,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",5.0,13.0,65.0,,Hoàn thiện cơ bản,Nghĩa Đô,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/120649518.htm,9.6,186.41,4,3,4,Đã có sổ,"Nhà ngõ, hẻm",5.5,9.4,51.5,,Nội thất đầy đủ,Cầu Diễn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120649509.htm,7.5,197.37,3,4,6,Đã có sổ,"Nhà ngõ, hẻm",,,38.0,,Nội thất đầy đủ,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/120649506.htm,7.5,208.33,3,4,6,Đã có sổ,"Nhà ngõ, hẻm",,,36.0,,Nội thất đầy đủ,Xuân Đỉnh,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/120649467.htm,5.2,208.0,3,3,4,Đã có sổ,"Nhà ngõ, hẻm",,,25.0,,Nội thất cao cấp,Thụy Khuê,Tây Hồ
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649464.htm,10.5,177.97,5,5,6,Đã có sổ,"Nhà ngõ, hẻm",,,59.0,,Nội thất đầy đủ,Quan Hoa,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/120649451.htm,7.4,189.74,3,3,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,39.0,,Nội thất đầy đủ,Dịch Vọng,Cầu Giấy
https://www.nhatot.com/mua-ban-nha-dat-huyen-dong-anh-ha-noi/120649431.htm,3.299,56.88,3,2,3,Đã có sổ,"Nhà ngõ, hẻm",4.0,,58.0,Bắc,Hoàn thiện cơ bản,Nguyên Khê,Đông Anh
https://www.nhatot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/120649429.htm,7.8,236.36,3,3,5,Đã có sổ,"Nhà ngõ, hẻm",,,33.0,,Nội thất cao cấp,Minh Khai,Hai Bà Trưng
