Link,Giá tổng,Giá/m²,Số phòng ngủ,Số phòng vệ sinh,Giấy tờ pháp lý,Loại hình căn hộ,Diện tích,Hướng cửa chính,Hướng ban công,Tình trạng nội thất,Xã/Phường,Quận/Huyện
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120499159.htm,3.25,54.17,2,1,Sổ hồng riêng,Tập thể,60.0,,,Nội thất đầy đủ,Quỳnh Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120499138.htm,5.8,72.5,2,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120498526.htm,4.198,61.74,3,2,Sổ hồng riêng,Chung cư,68.0,,,Nội thất đầy đủ,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/120497419.htm,3.8,45.24,2,2,Đang chờ sổ,Chung cư,84.0,,,Nội thất đầy đủ,Phúc La,Hà Đông
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120497078.htm,2.02,33.67,2,2,Hợp đồng mua bán,Chung cư,60.0,,,Hoàn thiện cơ bản,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/115815056.htm,0.75,14.15,2,1,Sổ hồng riêng,Chung cư,53.0,Đông Nam,Đông Nam,Nội thất đầy đủ,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/105825923.htm,0.75,13.64,2,2,Sổ hồng riêng,Chung cư,55.0,Đông Nam,Đông Nam,Nội thất đầy đủ,Tân Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/119683682.htm,0.8,14.55,2,2,Sổ hồng riêng,Chung cư,55.0,Đông Nam,Đông Nam,Nội thất đầy đủ,Bách Khoa,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120088236.htm,3.6,45.0,3,2,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120086614.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118760074.htm,2.9,41.43,2,2,Sổ hồng riêng,Chung cư,70.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119240819.htm,3.2,51.61,2,2,Đang chờ sổ,Chung cư,62.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118693441.htm,1.65,44.59,1,1,Sổ hồng riêng,Chung cư,37.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120213711.htm,3.2,44.44,3,1,Sổ hồng riêng,Chung cư,72.0,,,Nội thất đầy đủ,Phương Liệt,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120494922.htm,2.45,61.25,2,2,Sổ hồng riêng,Tập thể,40.0,,,Nội thất đầy đủ,Phố Huế,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120494911.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Nội thất đầy đủ,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/120236044.htm,5.3,66.25,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Phú Thượng,Tây Hồ
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119926995.htm,3.68,61.33,2,1,Sổ hồng riêng,Tập thể,60.0,,,Nội thất đầy đủ,Tân Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120494619.htm,5.8,60.1,3,2,Sổ hồng riêng,Chung cư,96.5,Đông Nam,Tây Bắc,Nội thất đầy đủ,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120494564.htm,3.16,45.14,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120494446.htm,1.8,48.65,1,1,Sổ hồng riêng,Chung cư,37.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120494237.htm,6.32,63.2,3,2,Sổ hồng riêng,Chung cư,100.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120494181.htm,2.25,47.87,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120494132.htm,4.6,57.5,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Mỹ Đình 2,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120494068.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120494045.htm,2.1,55.26,1,1,Sổ hồng riêng,Chung cư,38.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120494036.htm,4.2,56.76,2,1,Sổ hồng riêng,Tập thể,74.0,,,Nội thất đầy đủ,Tương Mai,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120493945.htm,3.5,43.75,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120493545.htm,3.9,55.71,3,2,Sổ hồng riêng,Tập thể,70.0,,,Nội thất đầy đủ,Nghĩa Tân,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118370944.htm,3.15,45.0,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118548171.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120072190.htm,1.63,52.58,1,1,Sổ hồng riêng,Chung cư,31.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120493112.htm#px=SR-special_display_ad-[PO-15][PL-default],3.65,54.48,2,2,Hợp đồng mua bán,Chung cư,67.0,Đông Nam,Đông Nam,Nội thất cao cấp,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120492996.htm,14.7,257.89,10,6,Sổ hồng riêng,Chung cư mini,57.0,,,Nội thất cao cấp,Minh Khai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120492993.htm,8.8,220.0,8,8,Sổ hồng riêng,Chung cư mini,40.0,,,Nội thất cao cấp,Yên Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/118731807.htm,3.95,63.71,2,1,Sổ hồng riêng,Chung cư,62.0,,,Nội thất đầy đủ,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120492681.htm#px=SR-special_display_ad-[PO-19][PL-default],1.39,30.89,1,1,Hợp đồng mua bán,Chung cư,45.0,,,Nội thất đầy đủ,Nhân Chính,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120492682.htm,4.0,97.56,3,2,Hợp đồng mua bán,Officetel,41.0,,,Nội thất đầy đủ,Bách Khoa,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120492578.htm,4.0,57.97,2,2,Sổ hồng riêng,Chung cư,69.0,Tây Bắc,Đông Bắc,Nội thất đầy đủ,Phương Canh,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117933604.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/115503552.htm,1.63,52.58,1,1,Sổ hồng riêng,Chung cư,31.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120492162.htm,2.0,83.33,3,2,Hợp đồng mua bán,Tập thể,24.0,,,Nội thất đầy đủ,Ngã Tư Sở,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119537052.htm,3.5,43.75,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/107171128.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119537804.htm,2.1,44.68,1,1,Sổ hồng riêng,Chung cư,47.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119537193.htm,3.0,42.86,2,2,Sổ hồng riêng,Chung cư,70.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119537428.htm,2.9,42.65,2,2,Sổ hồng riêng,Chung cư,68.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120035395.htm,4.39,58.53,3,2,Sổ hồng riêng,Chung cư,75.0,Tây Bắc,Đông Nam,Nội thất đầy đủ,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120491964.htm,2.45,61.25,2,1,Sổ hồng riêng,Tập thể,40.0,,,Nội thất đầy đủ,Đồng Nhân,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/120491851.htm,1.92,32.0,2,2,Hợp đồng mua bán,Chung cư,60.0,,,Nội thất cao cấp,Tả Thanh Oai,Thanh Trì
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-dong-anh-ha-noi/120491654.htm,2.4,43.64,2,2,Sổ hồng riêng,Chung cư mini,55.0,,,Nội thất đầy đủ,Kim Chung,Đông Anh
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120489852.htm,2.45,61.25,2,1,Sổ hồng riêng,Tập thể,40.0,,,Nội thất đầy đủ,Đồng Nhân,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120489142.htm,2.7,36.0,2,1,Sổ hồng riêng,Tập thể,75.0,,,Nội thất đầy đủ,Quỳnh Mai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/115832114.htm,1.6,51.61,1,1,Sổ hồng riêng,Chung cư,31.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120487203.htm,2.55,67.11,1,1,Sổ hồng riêng,Chung cư,38.0,Đông Nam,Tây Bắc,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120486852.htm,1.98,44.0,2,1,Sổ hồng riêng,Tập thể,45.0,,,Nội thất đầy đủ,Thanh Xuân Bắc,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120486672.htm,1.65,53.23,1,1,Sổ hồng riêng,Chung cư,31.0,,,Nội thất đầy đủ,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120486396.htm,1.98,44.0,2,1,Sổ hồng riêng,Tập thể,45.0,,,Nội thất đầy đủ,Thanh Xuân Bắc,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485185.htm,3.1,49.21,2,2,Sổ hồng riêng,Chung cư,63.0,,,Nội thất đầy đủ,Xuân Phương,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485173.htm,4.82,63.42,3,2,Sổ hồng riêng,Chung cư,76.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120485043.htm,4.85,64.67,3,3,Sổ hồng riêng,Chung cư,75.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484917.htm,3.25,60.19,2,2,Sổ hồng riêng,Chung cư,54.0,Tây Bắc,Đông Nam,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120484845.htm#px=SR-special_display_ad-[PO-6][PL-default],11.5,267.44,10,6,Sổ hồng riêng,Chung cư mini,43.0,Đông,Đông,Nội thất cao cấp,Hàng Bột,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484836.htm,3.39,42.38,3,2,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484717.htm,3.05,43.57,2,2,Sổ hồng riêng,Chung cư,70.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484663.htm,6.666,60.61,2,2,Sổ hồng riêng,Chung cư,110.0,,,Nội thất cao cấp,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484550.htm,2.5,41.67,2,2,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120484385.htm,3.12,69.33,1,1,Hợp đồng mua bán,Chung cư,45.0,,,Hoàn thiện cơ bản,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484357.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119286017.htm,3.39,42.38,3,3,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484234.htm,1.63,52.58,1,1,Sổ hồng riêng,Chung cư,31.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119387225.htm,2.5,41.67,2,1,Sổ hồng riêng,Chung cư,60.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484191.htm,3.45,50.74,2,2,Sổ hồng riêng,Chung cư,68.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119406965.htm,1.75,38.04,2,2,Hợp đồng mua bán,Chung cư,46.0,,,Nội thất đầy đủ,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119288474.htm,2.86,40.86,3,3,Sổ hồng riêng,Tập thể,70.0,,,Nội thất cao cấp,Giáp Bát,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120484121.htm,4.199,61.75,2,2,Sổ hồng riêng,Chung cư,68.0,,,Nội thất đầy đủ,Hoàng Liệt,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/116084042.htm,2.2,46.81,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120484004.htm,2.21,47.02,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120483857.htm,3.68,66.91,2,1,Sổ hồng riêng,Chung cư,55.0,,,Nội thất đầy đủ,Dịch Vọng Hậu,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120483804.htm,0.065,1.2,2,2,Hợp đồng mua bán,Chung cư,54.0,Đông,Đông,Bàn giao thô,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/119867199.htm,3.9,61.9,2,2,Sổ hồng riêng,Chung cư,63.0,Tây Bắc,Đông Nam,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120483635.htm,4.6,79.31,1,1,Đang chờ sổ,Chung cư,58.0,,Đông Nam,Hoàn thiện cơ bản,Láng Thượng,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/120482868.htm,3.51,43.88,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119497018.htm,1.62,43.78,1,1,Sổ hồng riêng,Chung cư,37.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120482469.htm,4.3,50.59,2,1,Sổ hồng riêng,Chung cư,85.0,,,Nội thất đầy đủ,Bách Khoa,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120482472.htm#px=SR-special_display_ad-[PO-10][PL-default],3.48,52.73,2,2,Sổ hồng riêng,Chung cư,66.0,,,Nội thất đầy đủ,Đại Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120482195.htm,5.0,50.0,4,2,Sổ hồng riêng,Tập thể,100.0,,Đông Nam,Nội thất đầy đủ,Thịnh Quang,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/108791346.htm,2.88,53.33,2,2,Sổ hồng riêng,Chung cư,54.0,,Đông Nam,Nội thất đầy đủ,Tây Mỗ,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/119964906.htm#px=SR-special_display_ad-[PO-13][PL-default],7.4,50.68,3,3,Sổ hồng riêng,Chung cư,146.0,,,Nội thất đầy đủ,Việt Hưng,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117067701.htm,2.9,41.43,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/117665624.htm,2.5,41.67,2,1,Sổ hồng riêng,Chung cư,60.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/114336239.htm,2.1,44.68,1,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118180867.htm,1.6,51.61,1,1,Sổ hồng riêng,Chung cư,31.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/118268900.htm,3.4,42.5,3,2,Sổ hồng riêng,Chung cư,80.0,,,Nội thất cao cấp,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120481678.htm,4.295,49.37,3,2,Sổ hồng riêng,Chung cư,87.0,,,Nội thất đầy đủ,Vĩnh Hưng,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/120481554.htm,0.65,13.0,2,1,Sổ hồng riêng,Chung cư mini,50.0,Bắc,Đông Nam,Nội thất cao cấp,Cổ Nhuế 1,Bắc Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120481488.htm,2.5,53.19,2,1,Sổ hồng riêng,Chung cư,47.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/120481429.htm,3.099,38.75,2,2,Sổ hồng riêng,Chung cư,80.0,Tây Bắc,Đông Nam,Hoàn thiện cơ bản,Giang Biên,Long Biên
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120481310.htm,3.27,36.33,3,2,Sổ hồng riêng,Tập thể,90.0,,,Hoàn thiện cơ bản,Nghĩa Tân,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/112135924.htm,0.6,12.0,2,1,Sổ hồng riêng,Chung cư mini,50.0,Bắc,Đông Nam,Nội thất cao cấp,Trung Phụng,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/112753301.htm,0.6,16.67,2,1,Sổ hồng riêng,Chung cư mini,36.0,Tây,Đông Nam,Nội thất đầy đủ,Minh Khai,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/119425198.htm,4.66,56.14,3,2,Sổ hồng riêng,Chung cư,83.0,,,Nội thất đầy đủ,Đại Kim,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/116926462.htm,3.0,42.86,2,2,Sổ hồng riêng,Chung cư,70.0,,,Nội thất đầy đủ,Đa Tốn,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/108122477.htm,2.5,41.67,2,1,Sổ hồng riêng,Chung cư,60.0,,,Nội thất đầy đủ,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/120480711.htm,5.3,43.44,3,2,Sổ hồng riêng,Chung cư,122.0,Tây Nam,,Nội thất đầy đủ,Cầu Diễn,Nam Từ Liêm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/120480533.htm,7.35,66.82,3,3,Sổ hồng riêng,Chung cư,110.0,,,Nội thất cao cấp,Trung Hoà,Cầu Giấy
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119509199.htm,3.4,42.5,3,2,Sổ hồng riêng,Chung cư,80.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/120480139.htm,6.45,64.5,3,2,Sổ hồng riêng,Chung cư,100.0,,,Nội thất cao cấp,Thanh Xuân Trung,Thanh Xuân
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119349022.htm,2.9,41.43,2,2,Sổ hồng riêng,Chung cư,70.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119470682.htm,2.1,44.68,1,1,Sổ hồng riêng,Chung cư,47.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/119801110.htm,2.6,43.33,2,1,Sổ hồng riêng,Chung cư,60.0,,,Hoàn thiện cơ bản,Trâu Quỳ,Gia Lâm
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120480105.htm,4.325,57.67,2,2,Sổ hồng riêng,Chung cư,75.0,,,Nội thất đầy đủ,Yên Sở,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/120479876.htm,3.17,35.22,2,2,Hợp đồng mua bán,Chung cư,90.0,,,Nội thất đầy đủ,Thanh Trì,Hoàng Mai
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120479631.htm,2.55,56.67,1,1,Sổ hồng riêng,Tập thể,45.0,,,Hoàn thiện cơ bản,Bách Khoa,Hai Bà Trưng
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/120338018.htm,3.55,50.71,2,2,Sổ hồng riêng,Tập thể,70.0,,,Nội thất đầy đủ,Láng Hạ,Đống Đa
https://www.nhatot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/120478639.htm,4.3,47.78,3,3,Sổ hồng riêng,Tập thể,90.0,,,Nội thất cao cấp,Đồng Tâm,Hai Bà Trưng
